id	filename	md5	size	state
2ce048c7-986b-44fa-b851-b42bab730fb5	jhu-usc.edu_LUSC.HumanMethylation450.2.lvl-3.TCGA-39-5028-11A-01D-1440-05.gdc_hg38.txt	4d5fef3a02ce8980ad24b7eb13d35620	141306507	released
18e3ef10-0992-448d-8284-f47aa8a6ed4a	jhu-usc.edu_SARC.HumanMethylation450.3.lvl-3.TCGA-KF-A41W-11A-11D-A24W-05.gdc_hg38.txt	61a41f77b45902ba3dc3f63197e1fe21	141291286	released
3a1b9c5e-e735-44fd-ad7e-0f809b2f6edd	jhu-usc.edu_LUSC.HumanMethylation450.1.lvl-3.TCGA-43-3920-11B-01D-1551-05.gdc_hg38.txt	71a618be6c419ca816924baf1e5e453c	141291419	released
15ab2847-c929-439c-88f7-f7d4e68b5423	jhu-usc.edu_LUSC.HumanMethylation450.3.lvl-3.TCGA-22-5491-11A-01D-1633-05.gdc_hg38.txt	b9bb752cf6ea707420cc473edf5c5bcb	141298855	released
3cf4786e-237c-4b17-a46a-4749dda1f890	jhu-usc.edu_LUSC.HumanMethylation450.2.lvl-3.TCGA-33-4566-11A-01D-1440-05.gdc_hg38.txt	65e5f4b08c8fad6ca2d639932c07720e	141303801	released
d9249e05-b004-4a39-be7c-9d659b9d2810	jhu-usc.edu_LUSC.HumanMethylation450.3.lvl-3.TCGA-18-5592-11A-11D-1633-05.gdc_hg38.txt	cd3d7c4efbd28f77cdc6cb8ae3fde7db	141302959	released
1f28e715-c31c-43e9-a9d9-7c2c3e65cd36	jhu-usc.edu_LUSC.HumanMethylation450.3.lvl-3.TCGA-43-5668-11A-01D-1633-05.gdc_hg38.txt	c37d06fb0f436c8292558d3239bdca0c	141301832	released
97709d64-a754-416f-97ca-a48fc1312f7f	jhu-usc.edu_HNSC.HumanMethylation450.5.lvl-3.TCGA-CV-6933-11A-01D-1913-05.gdc_hg38.txt	dc2e4bcf6c59d6fba708a5f74346cf54	141265663	released
67ade094-20fa-48d8-b000-e7fdd6481f7b	jhu-usc.edu_LUSC.HumanMethylation450.2.lvl-3.TCGA-39-5035-11A-01D-1440-05.gdc_hg38.txt	a96c2255646a1b6c5b6e275dbbdc2c13	141294576	released
837a7f00-beb0-4af3-a315-9299d2c9223d	jhu-usc.edu_LUAD.HumanMethylation450.2.lvl-3.TCGA-50-5939-11A-01D-1626-05.gdc_hg38.txt	6cf564922f30620223d3381bdd405360	141282503	released
76063b3e-fa30-46ca-8d98-6e018e3f3db4	jhu-usc.edu_LUAD.HumanMethylation450.3.lvl-3.TCGA-50-5933-11A-01D-1756-05.gdc_hg38.txt	cdb7891af7a0c21bf77409adac956972	141253504	released
e983f4af-8b48-4393-a98a-beade17ed42f	jhu-usc.edu_KIRP.HumanMethylation450.1.lvl-3.TCGA-BQ-5880-11A-01D-1590-05.gdc_hg38.txt	3767487b6c9f99fb36173012eb059aa9	141284366	released
216d6ea1-46df-4995-9cb0-470994b606e2	jhu-usc.edu_KIRP.HumanMethylation450.2.lvl-3.TCGA-DZ-6132-11A-01D-1963-05.gdc_hg38.txt	8a6c29be62ef0bb016fe035958941cda	141289132	released
faf1ec57-1724-427b-9d10-d69b5603db39	jhu-usc.edu_KIRP.HumanMethylation450.2.lvl-3.TCGA-BQ-7046-11A-01D-1963-05.gdc_hg38.txt	958b69bcd72775b26f0b34195d503c97	141301857	released
5b079301-4eaa-4f27-91de-cbde62cb1d1e	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AA-3495-11A-01D-1407-05.gdc_hg38.txt	8f8d3709163d8d5d54e83250451c3bd4	141288844	released
08592de8-0daa-4c58-a6b9-72bf1a7955e5	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6311-11A-01D-1721-05.gdc_hg38.txt	c0920ca115e84bce379bc7b6387c12b3	141279260	released
ae060c72-be00-41d1-8e7b-b35d413c9f94	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-AZ-6601-11A-01D-1772-05.gdc_hg38.txt	16991e7b49e7f91f3b134f7d79c1e1a3	141286843	released
025a71ff-361e-4b76-bad3-cceb525b0a7e	jhu-usc.edu_UCEC.HumanMethylation450.11.lvl-3.TCGA-BG-A2AD-11A-11D-A16G-05.gdc_hg38.txt	fbf47865077c007197a82bd4aeee30b6	141265116	released
8df72174-3aaa-4c8a-97e2-b948f4de4456	jhu-usc.edu_UCEC.HumanMethylation450.11.lvl-3.TCGA-FL-A1YF-11A-12D-A16G-05.gdc_hg38.txt	abef9e80ba169aceaa39141e1b0fb5ae	141287403	released
41a3a6c4-1bca-4351-bba3-174bfe2602ba	jhu-usc.edu_UCEC.HumanMethylation450.14.lvl-3.TCGA-AX-A2H7-11A-11D-A18O-05.gdc_hg38.txt	51b9782dd3f89b5d4a96c59a2051ef4a	141273523	released
f21b131e-db3b-469f-a489-e4745eb56959	jhu-usc.edu_SKCM.HumanMethylation450.4.lvl-3.TCGA-FW-A3R5-11A-11D-A23D-05.gdc_hg38.txt	21e3fc8e08c82dcf7fa974fd14f7c450	141299621	released
ed30ca98-dc04-40d7-ac43-e9a335679a9f	jhu-usc.edu_LUSC.HumanMethylation450.2.lvl-3.TCGA-39-5021-11A-01D-1440-05.gdc_hg38.txt	8f9e32f20584ed6e498c3b3d2677b62b	141308657	released
01b0e614-4561-43ee-9f6a-d8ccadde57d1	jhu-usc.edu_LUSC.HumanMethylation450.3.lvl-3.TCGA-22-5471-11A-01D-1633-05.gdc_hg38.txt	f9a9ee8e2a649769c15ac5fc250f17dc	141305149	released
0cfa9400-d76c-4634-8b73-388439ca168c	jhu-usc.edu_LUSC.HumanMethylation450.2.lvl-3.TCGA-18-3417-11A-01D-1440-05.gdc_hg38.txt	896612a0ff7359c3dda5bf9f3bfcd708	141304240	released
3b3a486e-3315-4515-ba5a-2ae795ac31d5	jhu-usc.edu_LUSC.HumanMethylation450.2.lvl-3.TCGA-39-5037-11A-01D-1440-05.gdc_hg38.txt	bc8a1bc68e3b89599e278cc0371e51e6	141299958	released
832246f0-79ef-40c6-ba07-59b44e642404	jhu-usc.edu_LUSC.HumanMethylation450.4.lvl-3.TCGA-34-5929-11A-01D-1818-05.gdc_hg38.txt	233c95c360e365a36ea0e29f45eeecc5	141295910	released
c830654a-eca9-434f-a975-bd332d773ab5	jhu-usc.edu_LUSC.HumanMethylation450.2.lvl-3.TCGA-33-4582-11A-01D-1440-05.gdc_hg38.txt	6ff862cc027e0cdc108cc369b016361d	141305714	released
e92fe281-d598-41fa-86f9-0a5862779b09	jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GD-A3OP-11A-11D-A223-05.gdc_hg38.txt	15f7c51e4b015a7baa3bb7dbc16a6036	141286505	released
a23af5ee-5889-4223-97f8-82044b10360d	jhu-usc.edu_LIHC.HumanMethylation450.1.lvl-3.TCGA-DD-A11D-11A-12D-A132-05.gdc_hg38.txt	1f41414dc8a5b1b83c3b342735127125	141278666	released
8ffdfbb7-b724-4e0f-be3f-af445d3a4ec6	jhu-usc.edu_KIRP.HumanMethylation450.1.lvl-3.TCGA-BQ-5886-11A-01D-1590-05.gdc_hg38.txt	69d539eea1568443c95fd4c39641965a	141284606	released
67d26210-6513-4db0-be97-5ec2ba15344c	jhu-usc.edu_KIRP.HumanMethylation450.2.lvl-3.TCGA-BQ-7058-11A-01D-1963-05.gdc_hg38.txt	b3959f4d54e12d12d0c68bd19e5164ba	141295982	released
e2d7bb63-cbed-40d8-93bc-d509bff2fff8	jhu-usc.edu_KIRP.HumanMethylation450.1.lvl-3.TCGA-BQ-5888-11A-01D-1590-05.gdc_hg38.txt	8d4b99fab0b3540fee2b8bb396168626	141277290	released
16195d6c-bc74-4ecb-a5de-93ffe2985731	jhu-usc.edu_KIRP.HumanMethylation450.2.lvl-3.TCGA-BQ-7062-11A-01D-1963-05.gdc_hg38.txt	4e29bba3ce5f5f0346673c817e128d22	141297099	released
18b2d48b-cb60-471a-831c-11f509a51f85	jhu-usc.edu_KIRP.HumanMethylation450.2.lvl-3.TCGA-BQ-5887-11A-01D-1963-05.gdc_hg38.txt	fb85827d35e051ab462f734397352c94	141299537	released
2907aed8-200d-40e5-9f62-5e7d22003ec4	jhu-usc.edu_LIHC.HumanMethylation450.4.lvl-3.TCGA-ES-A2HS-11A-11D-A17Z-05.gdc_hg38.txt	3cb58b7137f793c3277d053f87c61d32	141280202	released
ada3da75-a733-4413-929e-c8479808fc0b	jhu-usc.edu_LIHC.HumanMethylation450.2.lvl-3.TCGA-DD-A1EJ-11A-11D-A153-05.gdc_hg38.txt	d457690737e479f94f24348dd60d3120	141279528	released
af0aa432-ca0e-4237-a2a2-ae51a32552a7	jhu-usc.edu_LIHC.HumanMethylation450.1.lvl-3.TCGA-BC-A112-11A-11D-A132-05.gdc_hg38.txt	343dd58607b8da9b941c2dd5d502ce36	141288162	released
5899e6f2-082d-4399-9515-71e61952d728	jhu-usc.edu_BLCA.HumanMethylation450.3.lvl-3.TCGA-BT-A20W-11A-11D-A14Z-05.gdc_hg38.txt	c698d9eb14d76b355f5b371e49b30919	141280110	released
